-65.1651,
-64.462,
-63.7627,
-63.0672,
-62.3755,
-61.6876,
-61.0036,
-60.3233,
-59.6469,
-58.9743,
-58.3055,
-57.6405,
-56.9793,
-56.3219,
-55.6684,
-55.0187,
-54.3727,
-53.7306,
-53.0923,
-52.4579,
-51.8272,
-51.2004,
-50.5773,
-49.9581,
-49.3427,
-48.7311,
-48.1233,
-47.5194,
-46.9192,
-46.3229,
-45.7303,
-45.1416,
-44.5567,
-43.9757,
-43.3984,
-42.8249,
-42.2553,
-41.6895,
-41.1275,
-40.5693,
-40.0149,
-39.4643,
-38.9176,
-38.3746,
-37.8355,
-37.3002,
-36.7687,
-36.241,
-35.7171,
-35.1971,
-34.6808,
-34.1684,
-33.6598,
-33.155,
-32.654,
-32.1568,
-31.6634,
-31.1739,
-30.6882,
-30.2062,
-29.7281,
-29.2538,
-28.7834,
-28.3167,
-27.8539,
-27.3948,
-26.9396,
-26.4882,
-26.0406,
-25.5968,
-25.1569,
-24.7207,
-24.2884,
-23.8598,
-23.4351,
-23.0142,
-22.5972,
-22.1839,
-21.7744,
-21.3688,
-20.967,
-20.569,
-20.1748,
-19.7844,
-19.3978,
-19.0151,
-18.6361,
-18.261,
-17.8897,
-17.5222,
-17.1585,
-16.7986,
-16.4426,
-16.0903,
-15.7419,
-15.3973,
-15.0565,
-14.7195,
-14.3863,
-14.0569,
-13.7314,
-13.4097,
-13.0918,
-12.7776,
-12.4674,
-12.1609,
-11.8582,
-11.5594,
-11.2643,
-10.9731,
-10.6857,
-10.4021,
-10.1223,
-9.84638,
-9.57422,
-9.30589,
-9.04137,
-8.78066,
-8.52376,
-8.27068,
-8.02142,
-7.77596,
-7.53432,
-7.2965,
-7.06249,
-6.83229,
-6.60591,
-6.38334,
-6.16458,
-5.94964,
-5.73852,
-5.5312,
-5.3277,
-5.12802,
-4.93215,
-4.74009,
-4.55185,
-4.36742,
-4.1868,
-4.01,
-3.83702,
-3.66784,
-3.50248,
-3.34094,
-3.18321,
-3.02929,
-2.87918,
-2.73289,
-2.59042,
-2.45176,
-2.31691,
-2.18588,
-2.05866,
-1.93525,
-1.81566,
-1.69988,
-1.58792,
-1.47977,
-1.37543,
-1.27491,
-1.1782,
-1.08531,
-0.996227,
-0.910961,
-0.829509,
-0.751871,
-0.678046,
-0.608036,
-0.54184,
-0.479458,
-0.420889,
-0.366135,
-0.315194,
-0.268068,
-0.224755,
-0.185257,
-0.149572,
-0.117702,
-0.0896449,
-0.0654022,
-0.0449735,
-0.0283588,
-0.015558,
-0.00657114,
-0.00139828,
-3.93816e-05,
-0.00249445,
-0.00876349,
-0.0188465,
-0.0327435,
-0.0504544,
-0.0719793,
-0.0973181,
-0.126471,
-0.159438,
-0.196219,
-0.236813,
-0.281222,
-0.329445,
-0.381481,
-0.437332,
-0.496996,
-0.560475,
-0.627767,
-0.698874,
-0.773794,
-0.852529,
-0.935077,
-1.02144,
-1.11162,
-1.20561,
-1.30341,
-1.40503,
-1.51046,
-1.61971,
-1.73277,
-1.84964,
-1.97033,
-2.09483,
-2.22315,
-2.35528,
-2.49122,
-2.63098,
-2.77455,
-2.92194,
-3.07314,
-3.22815,
-3.38698,
-3.54962,
-3.71607,
-3.88634,
-4.06043,
-4.23832,
-4.42004,
-4.60556,
-4.7949,
-4.98805,
-5.18502,
-5.3858,
-5.5904,
-5.79881,
-6.01103,
-6.22707,
-6.44692,
-6.67058,
-6.89806,
-7.12936,
-7.36446,
-7.60338,
-7.84612,
-8.09267,
-8.34303,
-8.59721,
-8.8552,
-9.117,
-9.38262,
-9.65205,
-9.9253,
-10.2024,
-10.4832,
-10.7679,
-11.0564,
-11.3487,
-11.6449,
-11.9448,
-12.2486,
-12.5561,
-12.8675,
-13.1827,
-13.5017,
-13.8246,
-14.1512,
-14.4817,
-14.8159,
-15.154,
-15.4959,
-15.8416,
-16.1912,
-16.5445,
-16.9017,
-17.2626,
-17.6274,
-17.996,
-18.3684,
-18.7446,
-19.1247,
-19.5085,
-19.8962,
-20.2877,
-20.683,
-21.0821,
-21.485,
-21.8917,
-22.3023,
-22.7166,
-23.1348,
-23.5568,
-23.9826,
-24.4122,
-24.8457,
-25.2829,
-25.724,
-26.1689,
-26.6175,
-27.07,
-27.5264,
-27.9865,
-28.4504,
-28.9182,
-29.3898,
-29.8652,
-30.3444,
-30.8274,
-31.3142,
-31.8048,
-32.2993,
-32.7976,
-33.2997,
-33.8056,
-34.3153,
-34.8288,
-35.3461,
-35.8673,
-36.3923,
-36.921,
-37.4536,
-37.99,
-38.5303,
-39.0743,
-39.6222,
-40.1738,
-40.7293,
-41.2886,
-41.8517,
-42.4186,
-42.9894,
-43.5639,
-44.1423,
-44.7245,
-45.3104,
-45.9003,
-46.4939,
-47.0913,
-47.6926,
-48.2976,
-48.9065,
-49.5192,
-50.1357,
-50.756,
-51.3801,
-52.0081,
-52.6398,
-53.2754,
-53.9148,
-54.558,
-55.205,
-55.8558,
-56.5105,
-57.1689,
-57.8312,
-58.4973,
-59.1672,
-59.8409,
-60.5184,
-61.1998,
-61.8849,
-62.5739,
-63.2667,
-63.9633,
-64.6637,
-65.3679,
-66.076,
-66.7878,
-67.5035,
-68.223,
-68.9462,
-69.6734,
-70.4043,
-71.139,
-71.8776,
-72.6199,
-73.3661,
-74.1161,
-74.8699,
-75.6275,
-76.389,
-77.1542,
-77.9233,
-78.6961,
-79.4728,
-80.2533,
-81.0377,
-81.8258,
-82.6177,
-83.4135,
-84.2131,
-85.0165,
-85.8237,
-86.6347,
-87.4495,
-88.2682,
-89.0906,
-89.9169,
-90.747,
-91.5809,
-92.4186,
-93.2601,
-94.1054,
-94.9546,
-95.8076,
-96.6644,
-97.525,
-98.3894,
-99.2576,
-100.13,
-101.005,
-101.885,
-102.769,
-103.656,
-104.547,
-105.442,
-106.341,
-107.243,
-108.15,
-109.06,
-109.974,
-110.892,
-111.813,
-112.739,
-113.668,
-114.601,
-115.538,
-116.479,
-117.423,
-118.371,
-119.323,
-120.279,
-121.239,
-122.203,
-123.17,
-124.141,
-125.116,
-126.095,
-127.078,
-128.064,
-129.055,
-130.049,
-131.047,
-132.048,
-133.054,
-134.063,
-135.076,
-136.093,
-137.114,
-138.139,
-139.167,
-140.199,
-141.235,
-142.275,
-143.319,
-144.366,
-145.418,
-146.473,
-147.532,
-148.594,
-149.661,
-150.731,
-151.805,
-152.883,
-153.965,
-155.051,
-156.14,
-157.234,
-158.331,
-159.432,
-160.536,
-161.645,
-162.757,
-163.873,
-164.993,
-166.117,
-167.244,
-168.376,
-169.511,
-170.65,
-171.793,
-172.94,
-174.09,
-175.244,
-176.402,
-177.564,
-178.73,
-179.9,
-181.073,
-182.25,
-183.431,
-184.616,
-185.804,
-186.997,
-188.193,
-189.393,
-190.597,
-191.805,
-193.016,
-194.231,
-195.45,
-196.673,
-197.9,
-199.131,
-200.365,
-201.603,
-202.845,
-204.091,
-205.341,
-206.594,
-207.851,
-209.112,
-210.377,
-211.646,
-212.918,
-214.195,
-215.475,
-216.759,
-218.047,
-219.338,
-220.634,
-221.933,
-223.236,
-224.543,
-225.853,
-227.168,
-228.486,
-229.808,
-231.134,
-232.464,
-233.797,
-235.135,
-236.476,
-237.821,
-239.169,
-240.522,
-241.879,
-243.239,
-244.603,
-245.971,
-247.342,
-248.718,
-250.097,
-251.48,
-252.867,
-254.258,
-255.652,
-257.051,
-258.453,
-259.859,
-261.269,
-262.682,
-264.1,
-265.521,
-266.946,
-268.375,
-269.808,
-271.244,
-272.685,
-274.129,
-275.577,
-277.028,
-278.484,
-279.943,
-281.407,
-282.874,
-284.344,
-285.819,
-287.297,
-288.78,
-290.266,
-291.756,
-293.249,
-294.747,
-296.248,
-297.754,
-299.262,
-300.775,
-302.292,
-303.812,
-305.336,
-306.865,
-308.396,
-309.932,
-311.472,
-313.015,
-314.562,
-316.113,
-317.668,
-319.226,
-320.789,
-322.355,
-323.925,
-325.499,
-327.076,
-328.658,
-330.243,
-331.832,
-333.425,
-335.021,
-336.622,
-338.226,
-339.834,
-341.446,
-343.062,
-344.682,
-346.305,
-347.932,
-349.563,
-351.198,
-352.837,
-354.479,
-356.126,
-357.776,
-359.43,
-361.087,
-362.749,
-364.414,
-366.083,
-367.756,
-369.433,
-371.114,
-372.798,
-374.486,
-376.178,
-377.874,
-379.574,
-381.277,
-382.985,
-384.696,
-386.411,
-388.129,
-389.852,
-391.578,
-393.309,
-395.043,
-396.78,
-398.522,
-400.267,
-402.017,
-403.77,
-405.527,
-407.287,
-409.052,
-410.82,
-412.592,
-414.368,
-416.148,
-417.932,
-419.719,
-421.51,
-423.305,
-425.104,
-426.907,
-428.713,
-430.523,
-432.337,
-434.155,
-435.977,
-437.803,
-439.632,
-441.465,
-443.302,
-445.143,
-446.987,
-448.836,
-450.688,
-452.544,
-454.404,
-456.268,
-458.135,
-460.006,
-461.882,
-463.76,
-465.643,
-467.53,
-469.42,
-471.314,
-473.212,
-475.114,
-477.02,
-478.929,
-480.842,
-482.759,
-484.68,
-486.605,
-488.534,
-490.466,
-492.402,
-494.342,
-496.286,
-498.233,
-500.185,
-502.14,
-504.099,
-506.062,
-508.028,
-509.999,
-511.973,
-513.951,
-515.933,
-517.919,
-519.908,
-521.902,
-523.899,
-525.9,
-527.905,
-529.913,
-531.926,
-533.942,
-535.962,
-537.986,
-540.013,
-542.045,
-544.08,
-546.119,
-548.162,
-550.209,
-552.26,
-554.314,
-556.372,
-558.434,
-560.5,
-562.57,
-564.643,
-566.72,
-568.801,
-570.886,
-572.975,
-575.067,
-577.164,
-579.264,
-581.368,
-583.476,
-585.587,
-587.703,
-589.822,
-591.945,
-594.072,
-596.202,
-598.337,
-600.475,
-602.617,
-604.763,
-606.913,
-609.066,
-611.224,
-613.385,
-615.55,
-617.719,
-619.891,
-622.068,
-624.248,
-626.432,
-628.62,
-630.811,
-633.007,
-635.206,
-637.409,
-639.616,
-641.827,
-644.041,
-646.26,
-648.482,
-650.708,
-652.938,
-655.171,
-657.409,
-659.65,
-661.895,
-664.144,
-666.397,
-668.653,
-670.914,
-673.178,
-675.446,
-677.717,
-679.993,
-682.272,
-684.556,
-686.843,
-689.133,
-691.428,
-693.727,
-696.029,
-698.335,
-700.645,
-702.959,
-705.276,
-707.597,
-709.923,
-712.252,
-714.584,
-716.921,
-719.261,
-721.606,
-723.954,
-726.306,
-728.661,
-731.021,
-733.384,
-735.751,
-738.122,
-740.497,
-742.875,
-745.258,
-747.644,
-750.034,
-752.428,
-754.825,
-757.227,
-759.632,
-762.041,
-764.454,
-766.871,
-769.291,
-771.715,
-774.144,
-776.576,
-779.011,
-781.451,
-783.894,
-786.342,
-788.793,
-791.247,
-793.706,
-796.168,
-798.635,
-801.105,
-803.579,
-806.056,
-808.538,
-811.023,
-813.513,
-816.005,
-818.502,
-821.003,
-823.507,
-826.016,
-828.528,
-831.043,
-833.563,
-836.087,
-838.614,
-841.145,
-843.68,
-846.219,
-848.761,
-851.308,
-853.858,
-856.412,
-858.97,
-861.531,
-864.097,
-866.666,
-869.239,
-871.816,
-874.397,
-876.981,
-879.569,
-882.162,
-884.757,
-887.357,
-889.961,
-892.568,
-895.179,
-897.794,
-900.413,
-903.036,
-905.662,
-908.293,
-910.927,
-913.565,
-916.206,
-918.852,
-921.501,
-924.154,
-926.811,
-929.472,
-932.137,
-934.805,
-937.477,
-940.153,
-942.833,
-945.517,
-948.204,
-950.896,
-953.591,
-956.29,
-958.993,
-961.699,
-964.41,
-967.124,
-969.842,
-972.563,
-975.289,
-978.019,
-980.752,
-983.489,
-986.23,
-988.974,
-991.723,
-994.475,
-997.231,
-999.991,
-1002.76,
-1005.52,
-1008.29,
-1011.07,
-1013.85,
-1016.63,
-1019.42,
-1022.21,
-1025,
-1027.8,
-1030.6,
-1033.41,
-1036.22,
-1039.03,
-1041.85,
-1044.67,
-1047.49,
-1050.32,
-1053.16,
-1055.99,
-1058.83,
-1061.68,
-1064.52,
-1067.37,
-1070.23,
-1073.09,
-1075.95,
-1078.82,
-1081.69,
-1084.56,
-1087.44,
-1090.32,
-1093.21,
-1096.1,
-1098.99,
-1101.89,
-1104.79,
-1107.7,
-1110.6,
-1113.52,
-1116.43,
-1119.35,
-1122.28,
-1125.21,
-1128.14,
-1131.07,
-1134.01,
-1136.95,
-1139.9,
-1142.85,
-1145.81,
-1148.76,
-1151.73,
-1154.69,
-1157.66,
-1160.64,
-1163.61,
-1166.59,
-1169.58,
-1172.57,
-1175.56,
-1178.56,
-1181.56,
-1184.56,
-1187.57,
-1190.58,
-1193.6,
-1196.62,
-1199.64,
-1202.67,
-1205.7,
-1208.73,
-1211.77,
-1214.81,
-1217.86,
-1220.91,
-1223.96,
-1227.02,
-1230.08,
-1233.14,
-1236.21,
-1239.29,
-1242.36,
-1245.44,
-1248.53,
-1251.62,
-1254.71,
-1257.8,
-1260.9,
-1264.01,
-1267.11,
